,ESTADO,REF,Importador,OC,BUYER,Proveedor,TIPO PROD,PRODUCTO,FT,CANT,UN,USD,EUR,Valor Final USD,Forma de Pago ,INCOTERM,MODE,TYPE,POD,POL,CTNR TYPE,CTNR QTY,PQ,AGENTE DE CARGA,NAVIERA / AEROLINEA,B/L- AWB,NAVE,ETD,ETA,WEEK,SEGURO HPER,ASEGURADORA,POLIZA PROFORMA  NRO,Días Libres Sobrestadía,Dias libres Almacenaje,DIRECCIONAMIENTO,DEPOT,AG. ADUANA,Orden,Solicitud Proforma,Solicitud Pago,Pago Proforma,Fecha Numeración,DAM,Canal,Fecha Levante,Fecha de Retiro y Entrega Agersa,Lugar Entrega,Transporte,Fecha Entrega Trux,Envío de Provisión,Fecha Liquidación,Fecha Envío Archivo,Observaciones,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-064-HTAL,HORTIFRUT-TAL SAC,4700001690,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-20-00273,132,UN,$0.00,"€ 23,232.00","$23,232.00",30 días,CIF,SEA,FCL/FCL,RIGA,CALLAO,40HC,6,126,DIRECTO,MSC,MEDUH1989530,MSC CHLOE,22/5/2020,24/6/2020,26,NO,,,21,30,,IMUPESA,AVM,561,22-jun,2-jul,8-jul,30-jun,,Verde,30-jun,15-jul,CHAO,AGERSA,17-jul,,18-ago,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-065-HTAL,HORTIFRUT-TAL SAC,4700001690,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-20-00295,132,UN,$0.00,"€ 23,232.00","$23,232.00",30 días,CIF,SEA,FCL/FCL,RIGA,CALLAO,40HC,6,126,DIRECTO,MSC,MEDUH1989589,MSC ANCHORAGE,29/5/2020,2/7/2020,27,NO,,,21,30,,IMUPESA,AVM,562,22-jun,2-jul,8-jul,,,Verde,,20-jul,CHAO,AGERSA,24-jul,,18-ago,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-066-HTAL,HORTIFRUT-TAL SAC,4700001690,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-20-00311,110,UN,$0.00,"€ 19,360.00","$19,360.00",30 días,CIF,SEA,FCL/FCL,RIGA,CALLAO,40HC,5,105,DIRECTO,MSC,MEDUH1991825,MSC VITA,30/5/2020,9/7/2020,28,NO,,,21,30,,IMUPESA,AVM,563,22-jun,2-jul,8-jul,,,Verde,,24-jul,CHAO,AGERSA,30-jul,,18-ago,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-067-HTAL,HORTIFRUT-TAL SAC,4700001732,JOSE RIVERA,"A & B PACKING EQUIPMENT, INC.",REPUESTOS DE MANTENIMIENTO,VARIOS,86419,"1,148",UN,"$7,488.90",€ 0.00,"$7,488.90",Contado,EXW,AIR,AIR,MIAMI,LIMA,-,-,1,CH ROBINSON,,326941979MIA,-,12/7/2020,12/7/2020,28,NO,,,-,-,,SHOHIN,AVM,632,10-jul,-,-,10-jul,,Verde,10-jul,23-jul,CHAO,AGERSA,30-jul,,18-ago,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-068-HPER,HORTIFRUT-PERU SAC,4700001738,RENE RAMIREZ,INDUSTRIA DE ENVASES TYPACK S.A.,MATERIAL DE EMPAQUE,PUNNET CESTA PET 150g,HFP-02/2020,"1,092,000",UN,"$27,463.80",€ 0.00,"$27,463.80",120 DÍAS,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,2,1820,DIRECTO,HMM,HDMUCLPE1973994,MSC RENEE,12/7/2020,22/7/2020,30,NO,,,21,30,,IMUPESA,AVM,642,15-jul,21-jul,21-jul,,,Verde,,29-jul,CHAO,AGERSA,3-ago,,18-ago,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-069-HTAL,HORTIFRUT-TAL SAC,4700001739,RENE RAMIREZ,INDUSTRIA DE ENVASES TYPACK S.A.,MATERIAL DE EMPAQUE,PUNNET CESTA PET 150g,TAL-02/2020,"1,092,000",UN,"$27,463.80",€ 0.00,"$27,463.80",120 DÍAS,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,2,1820,DIRECTO,HMM,HDMUCLPE1973995,MSC RENEE,12/7/2020,22/7/2020,30,NO,,,21,30,,IMUPESA,AVM,644,15-jul,21-jul,21-jul,,,Verde,,29-jul,SALAVERRY,AGERSA,3-ago,,18-ago,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-070-HTAL,HORTIFRUT-TAL SAC,4700001730,OMAR QUISPE,HORTIFRUT NORTH AMERICA INC,EQUIPO E INSTRUMENTACION,PLASTIC PARTS - SQUARE PLASTIC LIDS,129,"2,120",UN,$945.24,€ 0.00,$945.24,60 días,CIP,AIR,AIR,OREGON,LIMA,-,-,1,FEDEX,FEDEX,393021504069,-,19/5/2020,28/5/2020,22,NO,,,-,-,,FEDEX,FEDEX,-,-,-,-,-,,Verde,,-,CHAO,FEDEX,2-jun,,30-jun,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-071-HTAL,HORTIFRUT-TAL SAC,4700001690,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-20-00332,110,UN,$0.00,"€ 19,360.00","$19,360.00",30 días,CIF,SEA,FCL/FCL,RIGA,CALLAO,40HC,5,105,DIRECTO,MSC,MEDUH1993607,MSC AMALFI,12/6/2020,16/7/2020,29,NO,,,21,30,,IMUPESA,AVM,611,2-jul,2-jul,21-jul,14-jul, 118-2020-10-205626,Verde,15-jul,4-ago,CHAO,AGERSA,5-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-072-HPER,HORTIFRUT-PERU SAC,4700001671,JOSE RIVERA,"A & B PACKING EQUIPMENT, INC.",EQUIPO E INSTRUMENTACION,MAQUINA,38756,1,UN,"$167,300.00",€ 0.00,"$167,300.00",Contado,EXW,SEA,FCL/FCL,NEW YORK,CALLAO,20ST,1,,CH ROBINSON,,324977302MIA,VALPARAISO EXPRESS,25/6/2020,17/7/2020,29,NO,,,21,30,,IMUPESA,AVM,610,2-jul,2-jul,21-jul,,,,,27-jul,CHAO,AGERSA,30-jul,,18-ago,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-073-HPER,HORTIFRUT-PERU SAC,4700001673,JOSE RIVERA,UNITEC S.P.A,REPUESTOS DE MANTENIMIENTO,"ELECTROVALVULA, CORREAS",20VF001559,-,UN,$0.00,"€ 26,679.94","$26,679.94",,DDP,AIR,AIR,GENOVA,LIMA,-,-,1,SCHRAFF,SCHRAFF,846801614,-,29/5/2020,7/6/2020,23,,,,-,-,,TNT,TNT,-,-,2-jul,3-jul,3-jul,,Verde,3-jul,-,SALAVERRY,TNT,10-jul,,15-jul,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-074-HTAL,HORTIFRUT-TAL SAC,4700001592,JOSE RIVERA,UNITEC S.P.A,REPUESTOS DE MANTENIMIENTO,"ELECTROVALVULA, CORREAS",20VF-00752,VARIOS,UN,$0.00,"€ 12,976.25","$12,976.25",,DDP,AIR,AIR,GENOVA,LIMA,-,-,,SCHARFF,SCHARFF,541287770,-,22/6/2020,29/6/2020,27,,,,-,-,,SCHRAFF,AVM,-,2-jul,2-jul,3-jul,3-jul,,Verde,3-jul,-,CHAO,FEDEX,10-jul,,15-jul,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-075-HPER,HORTIFRUT-PERU SAC,4700001756,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9611,"225,000",UN,"$571,500.00",€ 0.00,"$571,500.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,KOREAN AIR,KOREAN AIR,180-49898612,-,27/7/2020,27/7/2020,31,SI,,222964693,-,-,-,TALMA,AVM,657,21-jul,23-jul,30-jul,31-jul,235-2020-10-098856,Verde,31-jul,4-ago,CHAO,AVM,5-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-075-HPER,HORTIFRUT-PERU SAC,4700001756,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,SELECCIÓN,9611,40,UN,$40.00,€ 0.00,$40.00,60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,KOREAN AIR,KOREAN AIR,180-49898612,-,27/7/2020,27/7/2020,31,SI,,222964693,-,-,-,TALMA,AVM,657,21-jul,23-jul,30-jul,31-jul,235-2020-10-098856,Verde,31-jul,4-ago,CHAO,AVM,5-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-075-HPER,HORTIFRUT-PERU SAC,4700001756,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9611,"35,000",UN,"$59,150.00",€ 0.00,"$59,150.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,KOREAN AIR,KOREAN AIR,180-49898612,-,27/7/2020,27/7/2020,31,SI,,222964693,-,-,-,TALMA,AVM,657,21-jul,23-jul,30-jul,31-jul,235-2020-10-098856,Verde,31-jul,4-ago,CHAO,AVM,5-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-076-HTAL,HORTIFRUT-TAL SAC,4500912732,JOSE RIVERA,UNITEC CHILE S.P.A,REPUESTOS DE MANTENIMIENTO,REPUESTOS,12,-,UN,$0.00,"€ 9,404.45","$9,404.45",,EXW,AIR,AIR,SANTIAGO,LIMA,-,-,1,SEAFAIR,SEAFAIR,PELIM20080,-,10/8/2020,10/8/2020,33,NO,,-,-,-,,TALMA,AVM,713,8-ago,-,-,8-ago,235-2020-10-102990,Verde,8-ago,12-ago,CHAO,Agersa,13-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-077-HPER,HORTIFRUT-PERU SAC,4700001736,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET PET 11OZ 5X7,404,"544,320",UN,"$41,205.02",€ 0.00,"$41,205.02",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,720,CH ROBINSON,HAPAG LLOYD,329944202SCL,MSC LAUREN,8/8/2020,15/8/2020,33,NO,,-,22,30,,IMUPESA,AVM,718,8-ago,30-jul,12-ago,11-ago,118-2020-10-242949,Verde,11-ago,20-ago,SALAVERRY,Agersa,20-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-078-HTAL,HORTIFRUT-TAL SAC,4700001735,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET PET 11OZ 5X7,405,"544,320",UN,"$41,205.02",€ 0.00,"$41,205.02",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,720,CH ROBINSON,HAPAG LLOYD,329943920SCL,MSC LAUREN,8/8/2020,15/8/2020,33,NO,,-,22,30,,IMUPESA,AVM,719,8-ago,30-jul,12-ago,10-ago,118-2020-10-241931,Verde,10-ago,20-ago,CHAO,Agersa,20-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-079-HPER,HORTIFRUT-PERU SAC,4700001760,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9629,"120,000",UN,"$304,800.00",€ 0.00,"$304,800.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,8,DIRECTO,KOREAN AIR,180-49898516,-,3/8/2020,3/8/2020,32,SI,,222979362,-,-,-,TALMA,AVM,693,31-jul,30-jul,3-ago,4-ago,235-2020-10-100390,Verde,4-ago,6-ago,CHAO,AVM,7-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-079-HPER,HORTIFRUT-PERU SAC,4700001760,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9629,"100,000",UN,"$186,000.00",€ 0.00,"$186,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,8,DIRECTO,KOREAN AIR,180-49898516,-,3/8/2020,3/8/2020,32,SI,,222979362,-,-,-,TALMA,AVM,693,31-jul,30-jul,3-ago,4-ago,235-2020-10-100390,Verde,4-ago,6-ago,CHAO,AVM,7-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-080-HPER,HORTIFRUT-PERU SAC,4700001784,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9647,"220,000",UN,"$558,800.00",€ 0.00,"$558,800.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,KOREAN AIR,180-49901806,-,10/8/2020,10/8/2020,33,SI,,222996625,-,-,-,TALMA,AVM,694,31-jul,30-jul,10-ago,11-ago,235-2020-10-103900,Verde,11-ago,14-ago,CHAO,AVM,15-ago,,17-sept,5-nov,LIQUIDACION PARCIAL 01/SET. LIQUIDACIÓN COMPLETA 17/SET,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-080-HPER,HORTIFRUT-PERU SAC,4700001784,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9647,"30,000",UN,"$55,800.00",€ 0.00,"$55,800.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,KOREAN AIR,180-49901806,-,10/8/2020,10/8/2020,33,SI,,222996625,-,-,-,TALMA,AVM,694,31-jul,30-jul,10-ago,11-ago,235-2020-10-103900,Verde,11-ago,14-ago,CHAO,AVM,15-ago,,17-sept,5-nov,LIQUIDACION PARCIAL 01/SET. LIQUIDACIÓN COMPLETA 17/SET,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-081-HPER,HORTIFRUT-PERU SAC,4700001803,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9657,"260,000",UN,"$743,600.00",€ 0.00,"$743,600.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,KOREAN AIR,180-49901961,-,17/8/2020,17/8/2020,34,SI,,223019208,-,-,-,TALMA,AVM,695,31-jul,30-jul,17-ago,19-ago,235-2020-10-108055,Verde,21-ago,23-ago,CHAO,AVM,24-ago,,1-sept,5-nov,PENDIENTE CPB,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-083-HPER,HORTIFRUT-PERU SAC,PEA23Z9930,JOSE RIVERA,ESTEL SL,REPUESTOS DE MANTENIMIENTO,REPUESTOS,24098,-,UN,$0.00,€ 0.00,$0.00,270 DÍAS,DAP,AIR,AIR,BARCELONA,LIMA,-,-,,DHL,DHL,6488933220,-,27/7/2020,3/8/2020,32,-,,-,-,-,,DHL,DHL,-,31-jul,31-jul,31-jul,,,Verde,,-,SALAVERRY,DHL,4-ago,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-084-HPER,HORTIFRUT-PERU SAC,4700001757,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET PET 11OZ 5X7,414,"544,320",UN,"$41,205.02",€ 0.00,"$41,205.02",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,675,SEAFAIR,CMA CGM,SFCEXPJ01610,CMA CGM TANYA,21/8/2020,24/8/2020,35,,,,22,30,,IMUPESA,AVM,758,22-ago,11-ago,24-ago,24-ago,118-2020-10-260318,Verde,26-ago,28-ago,SALAVERRY,Agersa,28-ago,,1-sept,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-085-HTAL,HORTIFRUT-TAL SAC,4700001783,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET CESTA PET UK 150g,415,"820,125",UN,"$21,323.25",€ 0.00,"$21,323.25",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,675,SEAFAIR,CMA CGM,SFCEXPJ01611,CMA CGM TANYA,21/8/2020,24/8/2020,35,,,,22,30,,IMUPESA,AVM,759,,,,,,,,28-ago,CHAO,Agersa,28-ago,,,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-086-HPER,HORTIFRUT-PERU SAC,4700001782,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET CESTA PET UK 150g,417,"1,640,250",UN,"$42,646.50",€ 0.00,"$42,646.50",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,2,1350,SEAFAIR,CMA CGM,SFCEXPJ01612,GUAYAQUIL EXPRESS,28/8/2020,31/8/2020,36,NO,,-,22,30,,IMUPESA,AVM,772,28-ago,2-sept,2-sept,29-ago,118-2020-10-270121,Verde,8-sept,9-sept,SALAVERRY,Agersa,11-sept,,22-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-087-HTAL,HORTIFRUT-TAL SAC,CLB2I0000,RENE RAMIREZ,RIPELOCKER LLC,MATERIAL DE EMPAQUE,ENVASES PARA ARANDANOS,4,-,UN,"$12,400.00",€ 0.00,"$12,400.00",170 DÍAS,DDP,SEA,FCL/FCL,SEATTLE,CALLAO,40HC,1,141,EXPEDITORS,HAPAG LLOYD,6030045564,MAULLIN,17/7/2020,12/8/2020,33,NO,,-,-,30,,IMUPESA,EXPEDITORS,-,-,-,-,-,,Verde,,,SALAVERRY,EXPEDITORS,4-sept,,,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-088-HPER,HORTIFRUT-PERU SAC,PEA2460301,RENE RAMIREZ,HORTIFRUT IMPORTS INC,EQUIPO E INSTRUMENTACION,MAQUINA GT6 ,20200723,1,UN,"$488,508.00",€ 0.00,"$488,508.00",60 DÍAS,CIF,SEA,FCL/FCL,LOS ANGELES,CALLAO,40HC,1,7,DIRECTO,ONE,ONEYRICAAZ684500,MSC VEGA,6/8/2020,29/8/2020,35,NO,,-,7,30,,IMUPESA,AVM,771,28-ago,2-sept,7-sept,8-sept,118-2020-20-000589,Rojo,10-sept,11-sept,SALAVERRY,AGERSA,12-sept,,30-sept,5-nov,LIQUIDACION PARCIAL 24/SET. LIQUIDACION COMPLETA EL 30/SET,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-090-HPER,HORTIFRUT-PERU SAC,4500914868,JOSE RIVERA,UNITEC CHILE S.P.A,REPUESTOS DE MANTENIMIENTO,REPUESTOS,16,32,UN,$0.00,"€ 12,573.62","$12,573.62",,EXW,AIR,AIR,SANTIAGO,LIMA,-,-,1,SEAFAIR,KOREAN AIR,PELIM20086,-,21/8/2020,21/8/2020,34,NO,,-,-,-,,SHOHIN,AVM,751,20-ago,-,17-ago,21-ago,235-2020-10-109413,Rojo,26-ago,27-ago,SALAVERRY,Agersa,27-ago,,,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-091-HPER,HORTIFRUT-PERU SAC,4500913593,JOSE RIVERA,"A & B PACKING EQUIPMENT, INC.",REPUESTOS DE MANTENIMIENTO,REPUESTOS,40078,200,UN,$666.00,€ 0.00,$666.00,Contado,DDP,AIR,AIR,MICHIGAN,LIMA,-,-,1,UPS,UPS,1Z84T57T6751948039,-,22/8/2020,23/8/2020,34,NO,,-,-,-,,UPS,UPS,-,27-ago,27-ago,27-ago,22-may,2020-638795,Verde,22-ago,-,SALAVERRY,UPS,15-ago,,22-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-092-HPER,HORTIFRUT-PERU SAC,4700001759,RENE RAMIREZ,HORTIFRUT IMPORTS INC,MATERIAL DE EMPAQUE,FILM PUNNET PET 11OZ 5X7,417,"600,000",UN,"$28,932.00",€ 0.00,"$28,932.00",40 DÍAS,EXW,AIR,AIR,VANCOUVER,LIMA,-,-,3,CH ROBINSON,AIR CANADA,331676870MTR,-,4/9/2020,8/9/2020,37,SI,,223064918,-,-,,TALMA,AVM,790,2-sept,2-sept,7-sept,4-sept,235-2020-115608,Rojo,9-sept,10-sept,SALAVERRY,AGERSA,10-sept,,22-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-093-HTAL,HORTIFRUT-TAL SAC,4500915266,JOSE RIVERA,RIEGOS Y TECNOLOGIA SL,EQUIPO E INSTRUMENTACION,MATERIAL PARA BREEDING,20/517,62,UN,"$8,700.00",€ 0.00,"$8,700.00",50 DÍAS,EXW,AIR,AIR,VALENCIA,LIMA,-,-,2,DACSHER,AIR FRANCE,MAD-2350 5251,-,5/9/2020,9/9/2020,37,SI,,223073444,-,-,,TALMA,AVM,803,2-sept,14-sept,14-sept,,,Verde,,12-sept,CHAO,AGERSA,14-sept,,2-nov,5-nov,LIQUIDACION PARCIAL 22/SET. LIQUIDACION FINAL USD 15 LA POSITIVA  02/NOV,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-094-HPER,HORTIFRUT-PERU SAC,4700001822,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9700,"105,000",UN,"$226,800.00",€ 0.00,"$226,800.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,4,DIRECTO,KOREAN AIR,180-49905730,-,14/9/2020,14/9/2020,38,SI,,223087017,-,-,-,TALMA,AVM,810,12-sept,14-sept,14-sept,14-sept,235-2020-10-120334,Rojo,13--09,17-sept,CHAO,AVM,18-sept,,,5-nov,LIQUIDACION PARCIAL 25/SET. LIQUIDACION TOTAL EL 05/NOV CON  CPB S/ 278 SENASA Y LA POSITIVA USD 245,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-095-HPER,HORTIFRUT-PERU SAC,4700001791,RENE RAMIREZ,COEMBAL CHILE SA,MATERIAL DE EMPAQUE,PUNNET CESTA PET 250g,5546,"517,680",UN,"$16,389.75",€ 0.00,"$16,389.75",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,719,AIR SEA LOG,CMA CGM,SFCEXPJ01613,VALPARAISO EXPRESS ,2/10/2020,5/10/2020,41,SI,,223380016,15,30,,IMUPESA,AVM,830,18-sept,,,,,Verde,,9-oct,CHAO,AGERSA,10-oct,,30-oct,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-096-HTAL,HORTIFRUT-TAL SAC,4700001785,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,F/20402,"14,000",KGS,$0.00,"€ 51,800.00","$51,800.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,0.12,43,DIRECTO,CMA CGM,IBC0634083A,CMA CGM JEAN GABRIEL,29/8/2020,25/9/2020,39,NO,,-,,,,IMUPESA,AVM,831,18-sept,,,,,Verde,,2-oct,CHAO,AGERSA,5-oct,8-oct,30-oct,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-097-HPER,HORTIFRUT-PERU SAC,4700001786,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,F/20403,"10,000",KGS,$0.00,"€ 37,000.00","$37,000.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,-,-,24,DIRECTO,CMA CGM,IBC0634083B,CMA CGM JEAN GABRIEL,29/8/2020,25/9/2020,39,NO,,-,,,,IMUPESA,AVM,832,18-sept,,,,,Verde,,2-oct,CHAO,AGERSA,5-oct,8-oct,30-oct,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-100-HPER,HORTIFRUT-PERU SAC,4700001761,RENE RAMIREZ,FASTIK LABEL AND SUPPLY INC,MATERIAL DE EMPAQUE,FILM PUNNET PET 11OZ 5X7,93231,"252,857",UN,"$12,192.76",€ 0.00,"$12,192.76",120 DÍAS,EXW,AIR,AIR,MIAMI,LIMA,-,-,2,CH ROBINSON,AIR CANADA,335772802MIA,-,12/10/2020,13/10/2020,42,SI,SICHER,,-,-,-,TALMA,AVM,897,,,,,,ROJO,,15-oct,CHAO,AGERSA,16-oct,,30-oct,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-103-HPER,HORTIFRUT-PERU SAC,4700001787,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,BERRYPOT,FRCLP-20-00494,"22,080",UN,$0.00,"€ 27,820.80","$27,820.80",30 días,CIF,SEA,FCL/FCL,ALGECIRAS,CALLAO,40HC,1,24,DIRECTO,MSC,MEDUCD325105,MSC SHUBA B,10/9/2020,8/10/2020,41,NO,,-,21,30,2-oct,TPP,AVM,860,29-sept,,5-oct,,,Verde,,14-oct,CHAO,AGERSA,15-oct,,30-oct,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-104-HTAL,HORTIFRUT-TAL SAC,4700001801,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR / MUCIGEL,F/ 20408,"7,000",KGS,$0.00,"€ 38,020.00","$38,020.00",,CIF,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,4,MSL,,200403130/0405,SANTOS EXPRESS,11/9/2020,9/10/2020,41,NO,,-,-,7,-,NEPTUNIA,AVM,862,29-sept,,5-oct,,,Verde,,13-oct,CHAO,AGERSA,14-oct,,30-oct,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-105-HTAL,HORTIFRUT-TAL SAC,4700001758,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET PET 11OZ 5X7,432,"544,320",UN,"$41,205.02",€ 0.00,"$41,205.02",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,720,AIR SEA LOG,HAPAG LLOYD,SFCEXPJ01656,UTE,3/10/2020,9/10/2020,41,SI,,223390227,6,30,8-oct,TPP,AVM,879,,,,,,VERDE,,14-oct,CHAO,TRANSPESA,16-oct,,30-oct,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-105-HTAL,HORTIFRUT-TAL SAC,4700001819,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET CESTA PET UK 150g,432,"820,125",UN,"$21,323.25",€ 0.00,"$21,323.25",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,675,AIR SEA LOG,HAPAG LLOYD,SFCEXPJ01656,UTE,3/10/2020,9/10/2020,41,SI,,223390227,6,30,8-oct,TPP,AVM,879,,,,,,VERDE,,14-oct,CHAO,TRANSPESA,16-oct,,30-oct,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-106-HPER,HORTIFRUT-PERU SAC,4700001820,RENE RAMIREZ,FABRICA DE PLASTICOS J.C.K. SPA,MATERIAL DE EMPAQUE,PUNNET CESTA PET UK 150g,431,"820,125",UN,"$21,323.25",€ 0.00,"$21,323.25",90 días,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,1,675,AIR SEA LOG,HAPAG LLOYD,SFCEXPJ01655,UTE,3/10/2020,9/10/2020,41,SI,,223387190,6,30,8-oct,TPP,AVM,877,,,,,,VERDE,,15-oct,CHAO,AGERSA,19-oct,,30-oct,5-nov,-,,,,,,,,,,,,,,,,,,
